collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,collection_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,PNS,649,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,703f00e6-b996-48e5-bc34-00c41b9876f4,4e4be92c-985c-43c1-a24c-c6b2c0dca70a,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/4e4be92c-985c-43c1-a24c-c6b2c0dca70a.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,"T, NK and ILC",4778,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,62315937-e268-4fa5-a032-8f7d776f3a3f,092bbcfc-7ede-4b54-8676-334bc73bb350,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/092bbcfc-7ede-4b54-8676-334bc73bb350.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw14_6332STDY9479171,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,56139b1e-9fc5-4aab-9058-0102bc7cc74a,2af1aab1-f66b-4473-86e3-9b752adfd007,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/2af1aab1-f66b-4473-86e3-9b752adfd007.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289522,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,47a267c5-06f4-4d8b-afee-a4dc643fd9cd,ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Organoid,70495,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung | lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,4023a2bc-6325-47db-bfdf-9639e91042c2,0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,All cells,71752,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,3dc61ca1-ce40-46b6-8337-f27260fd9a03,1f4b6ec0-3583-4e96-ae0c-d10aeb77cb8e,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/1f4b6ec0-3583-4e96-ae0c-d10aeb77cb8e.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289521,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,30354fd6-4c1b-4083-b6da-8cfbcce1f7b9,4d2b667b-7256-4e85-8318-51d642fee54c,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/4d2b667b-7256-4e85-8318-51d642fee54c.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289520,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,2adc282f-60f1-4afa-a990-940065af4b53,81e5a223-81fa-4f16-8f23-7e1b639adf49,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/81e5a223-81fa-4f16-8f23-7e1b639adf49.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw12_6332STDY9479170,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,1c6f271e-dfc0-48b5-8fb4-65d297a7666c,7b14a2b1-28b7-42c6-ab11-465700f5d007,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/7b14a2b1-28b7-42c6-ab11-465700f5d007.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw17_6332STDY9479169,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,0c3901c3-2ef7-44e4-80cb-b281ea2b0de9,754aabd7-eb95-4f26-a62d-e31badc51dec,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/754aabd7-eb95-4f26-a62d-e31badc51dec.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Myeloid,6947,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7,e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb.h5ad
Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,471905,,,Natri,Nat Genet,2024,https://cellxgene.cziscience.com/collections/07e12576-b41b-4350-adfc-059bfc4328ea,lung,anthracosis | hypersensitivity pneumonitis | interstitial lung disease | lymphoid interstitial pneumonia | non-specific interstitial pneumonia | normal | pulmonary sarcoidosis,07e12576-b41b-4350-adfc-059bfc4328ea,7f3a7ba1-111c-430b-baa7-4b4853883af9,f14bc322-1322-4184-8d16-409557525ea5,3d984e8c-bc37-4d36-8a3c-6651aa9a27e4,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/3d984e8c-bc37-4d36-8a3c-6651aa9a27e4.h5ad
